#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:SequenceSimulator" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:SequenceSimulator" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:SequenceSimulator" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.SequenceSimulator" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:SequenceSimulator" name="distribution" x="@birthRate.t:SequenceSimulator">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:SequenceSimulator" name="distribution">
#            <parameter id="kappa.s:SequenceSimulator" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="FrequenciesPrior.s:SequenceSimulator" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:SequenceSimulator" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="GammaShapePrior.s:SequenceSimulator" name="distribution">
#            <parameter id="gammaShape.s:SequenceSimulator" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@SequenceSimulator" id="treeLikelihood.SequenceSimulator" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:SequenceSimulator">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:SequenceSimulator" shape="@gammaShape.s:SequenceSimulator" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:SequenceSimulator" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:SequenceSimulator" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:SequenceSimulator" kappa="@kappa.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:SequenceSimulator" id="estimatedFreqs.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:SequenceSimulator" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:SequenceSimulator" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	kappa	gammaShape	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
29000	-28208.211186397777	-28204.81586447217	-3.3953219256064164	-28204.81586447217	0.20167197273473841	0.29737880560688046	6.049187029712878	4.839242368957296	0.8674124766687992	0.2526075624893592	0.24270061012162072	0.2484123442770497	0.2562794831119703
30000	-28207.252837007116	-28202.84052282657	-4.412314180545807	-28202.84052282657	0.2053097073245061	-0.7196134493325101	9.218205765281466	4.839242368957296	0.8674124766687992	0.2601394176105522	0.24270061012162072	0.2484123442770497	0.2487476279907773
31000	-28205.828012440852	-28202.63687502419	-3.191137416663901	-28202.63687502419	0.208104574968487	0.5015633145493958	3.0624479460369534	4.839242368957296	0.8674124766687992	0.2601394176105522	0.24270061012162072	0.2484123442770497	0.2487476279907773
32000	-28210.744697477257	-28207.292537363814	-3.4521601134448643	-28207.292537363814	0.22183011978607206	0.30860624941857706	2.3826063719257444	4.839242368957296	0.9354781083189435	0.2601394176105522	0.24270061012162072	0.2484123442770497	0.2487476279907773
33000	-28206.819868055707	-28203.49200189011	-3.327866165596701	-28203.49200189011	0.20764850050560016	0.43290019726674034	5.00336172750291	4.839242368957296	0.9354781083189435	0.2601394176105522	0.24270061012162072	0.2484123442770497	0.2487476279907773
34000	-28206.581478530177	-28203.22245079692	-3.3590277332599423	-28203.22245079692	0.21367937354921693	0.4017386296034988	4.549267805211033	4.839242368957296	0.9354781083189435	0.2601394176105522	0.24270061012162072	0.2484123442770497	0.2487476279907773
35000	-28205.928402104597	-28202.561845136814	-3.3665569677821967	-28202.561845136814	0.21034694887907351	0.39420939508124464	4.8697714297155885	4.839242368957296	0.9354781083189435	0.26043332235215866	0.24270061012162072	0.2481184395354432	0.2487476279907773
36000	-28207.58468610966	-28202.966452297384	-4.618233812279492	-28202.966452297384	0.2106175895780872	-0.8574674494160499	9.236685407515855	4.839242368957296	0.9354781083189435	0.26043332235215866	0.24462401774202422	0.24619503191503972	0.2487476279907773
37000	-28207.369982739707	-28204.0129378371	-3.3570449026087283	-28204.0129378371	0.19673470420906836	0.4808023224192691	2.4261795171585865	4.839242368957296	1.0125589704834994	0.26043332235215866	0.24462401774202422	0.24619503191503972	0.2487476279907773
38000	-28203.80321850945	-28200.47869523891	-3.3245232705360603	-28200.47869523891	0.20094840374407827	0.5133239544919366	4.773997986778456	4.839242368957296	1.0125589704834994	0.25681259556540664	0.2482447445287762	0.24619503191503972	0.2487476279907773
39000	-28205.930080195296	-28202.413492486827	-3.5165877084699284	-28202.413492486827	0.19567941958955934	0.3212595165580686	1.9917376009580474	4.839242368957296	1.0125589704834994	0.25681259556540664	0.2482447445287762	0.24619503191503972	0.2487476279907773
40000	-28204.77455291494	-28201.3871282472	-3.387424667741131	-28201.3871282472	0.20006480364753543	0.4504225572868661	5.154126765485677	4.839242368957296	1.0125589704834994	0.25681259556540664	0.2482447445287762	0.24619503191503972	0.2487476279907773
41000	-28206.373876765396	-28201.716568730146	-4.657308035251613	-28201.716568730146	0.20713597603403297	-0.8194608102236156	9.556411907218799	4.839242368957296	1.0125589704834994	0.25956507641147114	0.2482447445287762	0.24619503191503972	0.24599514714471282
42000	-28203.59002677351	-28199.948205593435	-3.6418211800747153	-28199.948205593435	0.2022005244884784	0.1960260449532817	1.8096675373803797	4.839242368957296	1.0125589704834994	0.2529632400760784	0.2482447445287762	0.25279686825043246	0.24599514714471282
43000	-28203.70863123281	-28199.923394322675	-3.7852369101340413	-28199.923394322675	0.20254247687595947	0.052610314893955845	6.882902268342869	4.839242368957296	1.0125589704834994	0.2529632400760784	0.2482447445287762	0.25279686825043246	0.24599514714471282
44000	-28203.12971577973	-28199.831295648066	-3.298420131665197	-28199.831295648066	0.20592834005067734	0.5394270933627998	3.880851228453664	4.839242368957296	1.0125589704834994	0.2529632400760784	0.2482447445287762	0.25279686825043246	0.24599514714471282
45000	-28204.988526060075	-28201.67575607165	-3.312769988423857	-28201.67575607165	0.20508510322343532	0.5250772366041401	4.5902729087870435	4.839242368957296	1.0125589704834994	0.2529632400760784	0.2482447445287762	0.25279686825043246	0.24599514714471282
46000	-28204.1800492274	-28199.965125566825	-4.214923660577839	-28199.965125566825	0.19918836077716534	-0.37707643554984216	8.62381452889076	4.839242368957296	1.0125589704834994	0.2529632400760784	0.24966480827038762	0.25137680450882105	0.24599514714471282
47000	-28206.08085450011	-28202.728250788663	-3.3526037114462373	-28202.728250788663	0.21472108613308133	0.48524351358175966	3.1968583122706535	4.839242368957296	1.0125589704834994	0.2517503555841264	0.24966480827038762	0.25137680450882105	0.24720803163666483
48000	-28203.21201393684	-28199.90558415197	-3.306429784873468	-28199.90558415197	0.20736200091106535	0.5314174401545289	3.6146561290839894	4.839242368957296	1.0125589704834994	0.2517503555841264	0.24966480827038762	0.25137680450882105	0.24720803163666483
49000	-28205.623200003723	-28202.004458639814	-3.6187413639079553	-28202.004458639814	0.20361692914631888	0.21910586112004227	1.85494493799399	4.839242368957296	1.0125589704834994	0.2517503555841264	0.25483625169291474	0.25137680450882105	0.24203658821413768
50000	-28205.831820323452	-28202.424351101123	-3.4074692223296124	-28202.424351101123	0.1999770479199945	0.45874754155477604	2.4898974654651074	4.94007100729516	1.0125589704834994	0.2517503555841264	0.25483625169291474	0.25137680450882105	0.24203658821413768
51000	-28206.787951294395	-28203.526381905947	-3.26156938844748	-28203.526381905947	0.2133603953982106	0.45216373645458074	3.7036748875803682	4.937794163852904	0.8607125131603883	0.2517503555841264	0.25483625169291474	0.25137680450882105	0.24203658821413768
52000	-28204.650089256775	-28201.348741054746	-3.301348202027117	-28201.348741054746	0.20639419271372736	0.4110514416522739	4.988100167854588	4.933031054388451	0.8607125131603883	0.25299736991084965	0.25483625169291474	0.2501297901820978	0.24203658821413768
53000	-28205.154132825373	-28201.891162679272	-3.262970146100768	-28201.891162679272	0.2162638873268076	0.44942949757862305	3.9379656736058277	4.933031054388451	0.8607125131603883	0.25299736991084965	0.25483625169291474	0.2501297901820978	0.24203658821413768
54000	-28207.83267433076	-28204.062812370354	-3.7698619604054335	-28204.062812370354	0.21200309971422368	-0.057462316726042406	6.587682807051349	4.933031054388451	0.8607125131603883	0.25299736991084965	0.25483625169291474	0.25255536884434765	0.23961100955188783
55000	-28207.457628668122	-28202.205006786247	-5.252621881874236	-28202.205006786247	0.20856121018461937	-1.4763977337797196	11.21110300303592	4.933031054388451	0.9245370175755145	0.25299736991084965	0.2519765131336085	0.25541510740365386	0.23961100955188783
56000	-28207.187423853113	-28203.96648700957	-3.2209368435437304	-28203.96648700957	0.20403655303239443	0.45263766676966255	2.5059514635057814	4.933031054388451	0.8218873797943904	0.25299736991084965	0.2519765131336085	0.25541510740365386	0.23961100955188783
57000	-28205.891697876417	-28202.44201965426	-3.4496782221561526	-28202.44201965426	0.21104934360534094	0.2238962881572406	5.569726189038981	4.933031054388451	0.8218873797943904	0.2502218335266044	0.2519765131336085	0.25541510740365386	0.24238654593613307
58000	-28204.21977208713	-28201.0477309582	-3.172041128931124	-28201.0477309582	0.2081912705666437	0.5015333813822693	4.19321795247349	4.933031054388451	0.8218873797943904	0.2554245628411392	0.2519765131336085	0.25021237808911906	0.24238654593613307
59000	-28206.03354502209	-28200.919217612263	-5.114327409823696	-28200.919217612263	0.20762966985708392	-1.399002593686225	11.085130558029324	4.933031054388451	0.8636376856184681	0.2554245628411392	0.2519765131336085	0.25021237808911906	0.24238654593613307
60000	-28203.644524843643	-28200.420580573402	-3.223944270242484	-28200.420580573402	0.2094717272408898	0.4913805458949869	2.9603701034891126	4.933031054388451	0.8636376856184681	0.2554245628411392	0.2519765131336085	0.25021237808911906	0.24238654593613307
61000	-28204.876248047636	-28201.479374362432	-3.396873685205671	-28201.479374362432	0.21293954534244725	0.3013711479923149	5.310846939184852	4.933031054388451	0.8465577026789833	0.25204986032090365	0.2519765131336085	0.2535870806093546	0.24238654593613307
62000	-28205.105036513203	-28201.18737741386	-3.9176590993441023	-28201.18737741386	0.21579227523167838	-0.21941426614611625	7.08520881349558	4.933031054388451	0.8465577026789833	0.25125747681548133	0.2519765131336085	0.24552963475162032	0.25123637529928966
63000	-28204.28039902824	-28200.89733154687	-3.38306748137276	-28200.89733154687	0.21063631290124168	0.3151773518252261	5.321699547983631	4.933031054388451	0.8465577026789833	0.2519684651177917	0.2519765131336085	0.24481864644930992	0.25123637529928966
64000	-28205.14294606503	-28201.748049933725	-3.394896131301871	-28201.748049933725	0.21499046095687527	0.31008904379154556	5.08027660079776	4.933031054388451	0.8532980445744136	0.2519684651177917	0.2556065338394058	0.24481864644930992	0.24760635459349242
65000	-28206.36455648195	-28202.04417615269	-4.320380329258143	-28202.04417615269	0.2130779535129974	-0.6153951541647258	8.599234607193857	4.933031054388451	0.8532980445744136	0.2519684651177917	0.2556065338394058	0.24481864644930992	0.24760635459349242
66000	-28204.429894880304	-28201.260572038973	-3.169322841332092	-28201.260572038973	0.2090609390994486	0.5158186677688517	3.734280583034983	4.862441651384695	0.8532980445744136	0.2519684651177917	0.2556065338394058	0.24481864644930992	0.24760635459349242
67000	-28204.089879758656	-28200.63793664876	-3.4519431098952325	-28200.63793664876	0.20625973614334941	0.40261419804954324	5.009882955943157	4.862441651384695	1.0227138434182452	0.25604544397386997	0.24674754400470966	0.2496006574279278	0.24760635459349242
68000	-28203.800617234174	-28200.386267782043	-3.414349452130959	-28200.386267782043	0.2064747941709512	0.4402078558138167	2.5085185683978053	4.862441651384695	1.0227138434182452	0.25604544397386997	0.25046907431980514	0.2496006574279278	0.24388482427839697
69000	-28203.048808050167	-28199.615142141585	-3.4336659085827597	-28199.615142141585	0.2056137246437866	0.420891399362016	5.031708380365574	4.862441651384695	1.0227138434182452	0.2519086609608027	0.25046907431980514	0.2496006574279278	0.24802160729146425
70000	-28205.924915146494	-28201.71728891846	-4.207626228035754	-28201.71728891846	0.19751562174531617	-0.3299331199575768	8.734454045208382	4.944794822017769	1.0227138434182452	0.2519086609608027	0.25046907431980514	0.2496006574279278	0.24802160729146425
71000	-28204.156259515803	-28200.20234538831	-3.9539141274949143	-28200.20234538831	0.2005170743312548	-0.07135650689813788	7.546157642850159	4.962204722854382	1.0227138434182452	0.2519086609608027	0.25046907431980514	0.2496006574279278	0.24802160729146425
72000	-28203.753911483247	-28200.42549230826	-3.328419174987661	-28200.42549230826	0.2047713959688768	0.5541384456091154	3.1342019274651016	4.962204722854382	1.0227138434182452	0.2519086609608027	0.25046907431980514	0.2496006574279278	0.24802160729146425
73000	-28205.170954714755	-28201.46907622249	-3.7018784922640418	-28201.46907622249	0.21037263577357462	-0.015952695093561342	6.708091507340157	4.962204722854382	0.8260820199919489	0.253209787270157	0.24425407319154951	0.2496006574279278	0.25293548211036554
